ins_833	1936 yılında değiliz.	1936 yılındayız.
ess_676	Biricik annecik cadının zehirli elmalarını yiyordu, uyanık vaziyette.	Biricik annecikleri Cadı'nın zehirli elmalarından yiye yiye uyuşmuş vaziyetteler.
ess_188	bir kere bile bir dizi tartış görüldü.	Bir keresinde bir diziyi tartıştıklarını bile gördüm.
bio_303	Şu da parola: "Ordu selam, keyfet devam."	Parola da şudur:"Ordu'ya selam, keyfetmeye devam."
ins_1014	Arıların biri, bir besin kaynağı bulduğu kovana dönüp vücut titrerken, diğer arkadaşların besinlerini yediği tarif ediliyor.	Arılardan birisi, bir besin kaynağı bulduğunda kovana dönüp vücudunu titreterek, diğer arkadaşlarına besinin yerini tarif eder.
ins_906	Yaşadığımız sürece bu olay tekrar eder.	Yaşadığımız sürece bu olay tekrar eder.
bio_1098	Sofra zengin ve zevkli, çok zarif bir ev sahibesi.	Sofrası zengin ve zevkli, çok zarif bir ev sahibesiydi.
news_216	Bu 6 takımın iki tur için şansı bulunuyor.	Bu grupta 6 takımın da ikinci tur için şansı bulunuyor.
pop_1085	15 adet kürek hareket (sol bacak ile).	15 adet kürek hareketi (sol bacak ile)
bio_703	Oysa gurur yerinde bir anlam taşıyor.	Oysa gurur yerinde olduğunda bir anlam taşır.
news_1519	Devletin nihai özel tüketim harcamaları yüzde 5 arttı.	Devletin nihai özel tüketim harcamaları ise yüzde 5 arttı.
ins_262	Demineralizer, zeolit gibi rejenere edilmiş ve çok pahalıı olanları da var.	Demineralizerler, zeolitte olduğu gibi rejenere edilemezler ve çok pahalıdırlar.
ins_281	Yeni ve temiz elbiseler giyilene kadar hazırlıkları mezarlıkta yiyeceklerle birlikte yaparız.	Yeni ve temiz elbiseler giyilerek önceden hazırlanan yiyeceklerle birlikte mezarlığa gidilir.
pop_1289	Bu şefin bazı diğer ülkelerin asil kortlarında iş bulduğunu, çalıştığını ve bazı diğerlerinin kendi geçimlerini sağlamak için restoran açtıklarını başardığını söylüyorlar.	Bu şeflerin bazıları diğer ülkelerdeki asillerin "kort"larında iş bulmaya çalışırken, bazı diğerleri kendi geçimlerini sağlayabilmek için restoranlar açmaya başladılar.
bio_1129	İki kapıda çıktı.	İkinci kapıdan da çıkardı.
news_63	Ben de tüm mesele bu yanıtı ver "diye" konuş.	Ben de 'tüm mesele bu' yanıtını veriyorum" diye konuşuyor.
news_1444	Bebekler karşılaştığımız bir çeşit sinirsel hastalık engellemeyi amaçlayan ekmek hamurundan yapılmış besin hâlindeki folik asit eklenmiş ülkede, hastalıkla sıklıkla yüz kırk azalmış.	Bebeklerde karşılaşılan bir çeşit sinirsel hastalığı engellemek amacıyla ekmek hamuruna besin halindeki folik asitin eklendiği ülkede, hastalığa rastlanma sıklığı yüzde 40 azaldı.
ins_979	Ak rol dağılımı: etkinlik ak plan yap öncelikli.	Akış/Rol Dağılımı: Etkinliğin akış planının yapılması önceliklidir.
ess_1526	bir doktoraya bile ulaşamazsın.	Bir doktora bile ulaşamayabilirsiniz...
ins_904	"Evet, belki cevap vermişsin..."	"Evet"leşen "Belki!" cevaplarıymış...
ess_25	Milliyetçilik yükselmiyor, yaygınlaşmıyor.	Milliyetçilik yükselmiyor, yaygınlaşmıyor.
ess_52	Biz kölelik değil, saygı ve emeğin karşılığı bekliyoruz.	Onlar bizden kölelik değil, saygı ve emeklerinin karşılığını bekliyorlar.
ess_381	"Ben Türk gazeteci ile konuşmuyorum", dedi.	"Ben Türk gazetecileri ile konuşmam," dedi.
bio_384	Japonya'da bu zorunluluk sadece feribot var.	Japonya'da bu zorunluluk sadece feribotlarda var.
news_418	Tokyo'da öğle sonra okul dağıldığında zaman en sık görülen manzara bir cep telefonu başında toplandığı, gülüşü formalı kız öğrencilerin olduğu anlaşılıyor.	Tokyo'da öğleden sonra okullar dağıldığı zaman en sık görünen manzaralardan biri, bir cep telefonun başında toplanıp, gülüşen formalı kız öğrenciler.
pop_278	Hazırlanıyor.	Hazırlanışı:
ess_1536	Erkek ve dişi arasındaki yaşa ilişki bu çelişki, bu bir ara iken ayrılmışlık hali ve ayrılmışlık ki özlem yaşa vuslat hali gör: o yaradılış ki münferitlik ol gerek bu çelişki böyle orta çık.	Erkekle dişi arasında yaşanan ilişkide bu çelişkiyi, bu bir aradayken ayrılmışlık halini ve ayrılmışlıktaki özlemde yaşanan vuslat halini görüyoruz: onların yaradılışlarındaki münferitlik olsa gerek bu çelişkinin böylesine ortaya çıkışı.
bio_1415	Babam çok kısa süre önce öldü.	Babamın öldüğü çok kısa sürede duyuldu.
ess_981	Tüm dünya "hayalet ülke" gibi davranıyor. O.	Tüm dünya "hayalet ülke" gibi davranıyor ona.
pop_1066	yatırımı Bolu'ya kaydırdık.	Yatırımı Bolu'ya kaydırdı...
ess_457	Her iki nokta arasındaki potansiyel, doğru eğitim verildiğinde sağlıklı bir ortamda birçok insanın ulaşabileceği ihtimal olur.	Her iki nokta arasındaki potansiyel aslında, doğru eğitim verilen sağlıklı ortamda birçok insanın ulaşma ihtimali olan bir potansiyeldir.
ess_1021	Hep oluyor...	Hepsi olur...
pop_34	Huzurlu ve mutlu yaşa evinde.	Huzurlu ve mutlu yaşıyorum evimde.
ess_1160	Ancak o gün orada, milli duygu yoksun ve fotoğraf çekilmiş başka hiçbir halt etmeyen insanlara seslen.	Ancak o gün orada, milli duygularından yoksun ve fotoğraf çekilmekten başka hiçbir halt etmeyen insanlara sesleniyorum.
ins_884	fırtına dalına oyuncak.	Fırtına dallarıma oyuncak.
ess_391	Sadece insan değil, olay da.	Sadece insanların değil, olayların da.
ess_1841	Mektup şeklinde yazılan bu satır, bir Avrupalı ile bir Çinli, karşılıklı olarak, biri öbür uygarlık üstünde konuş.	Mektuplar şeklinde yazılmış bu satırlarda, bir Avrupalı ile bir Çinli, karşılıklı olarak, biri öbürünün uygarlığı üstünde konuşur.
ins_1921	Ayrıca, bu böcekler insanları ısırırken, rahat ve huzur kaçtığı gibi, allerjik durum da yaratır.	Ayrıca, bu böcekler insanları ısırarak rahat ve huzurlarını kaçırdıkları gibi, allerjik durumlar da yaratırlar.
ess_1892	Dil konuşulacak, dil gelecek söylenecek.	Dil konuşacak olsa, dile gelecek olsa, söyleyebileceği.
bio_1055	O elbet benim acemilik şiirim.	O şiirim elbette acemilik şiirimdir.
ess_113	Öyle karşı koymayan bir ihtiyaçtı.	Öyle karşı konulmaz bir ihtiyaçtı ki!
ess_1674	Ama hiçbir akvaryum içinde bir adet dahi balık yok.	Ama akvaryumlardan hiçbirinin içinde bir adet dahi balık yok.
news_461	SHP, hafta sonu kurultayında farklı bir seçim sistemi uygulanacak.	SHP, hafta sonu yapacağı kurultayda farklı bir seçim sistemi uygulanacak.
bio_1639	Çaresiz.	Çaresizler.
ess_1417	En son ortaokul yılı yazlıkçı oldum.	En son ortaokul yıllarında yazlıkçı oldum.
ins_961	Her seferinde suçlu, iki kova değil de bir buçuk kova su getiriyordu.	Anlayacağınız, her seferinde sucu, iki kova değil de bir buçuk kova su getirirmiş.
ess_1904	Bence bu soru, hemen hep nefis sorular gerek bir numaralı soru.	Bence bu soru, hemen hepimizin nefsimize sormamız gereken bir numaralı sorumuzdur.
ins_74	Aman Tanrı! Bu kez kitabın içindeki resimleri kesen makas çocuk, ki bu.	Aman tanrım! Çocuk, bu kez kitabın içindeki resimleri makasla kesiyormuş.
pop_1110	Ve maalesef ereksiyon hâli iki bir emir kadar (bu iki emir asla gelmez) sür.	Ve maalesef ereksiyon hali ikinci bir emre kadar (bu ikinci emir asla gelmeyebilir) sürer.
ins_1931	Hemen işe başla.	Hemen işe başladı.
ins_1459	1 numaralı listede hangi öğe en çok ihtiyaç duyulanıdır?	1. Metne göre cephede en çok ihtiyaç duyulan aşağıdakilerden hangisidir?
pop_1490	Mercimek ve tavuk yağla sıcak dayanıklı bir kaba boşalın.	Mercimeği ve tavukları, yağladığınız sıcağa dayanıklı bir kaba boşaltın.
ess_143	"asker ki koca Ümit Besen şarkı ile karının ihaneti ortalıkta saç, o yıllık birlikteliği kirlet - hani insan en az anısı temiz kal, biz kal diye düşün - Pınar Altuğ'ın kocasını anımsayın sonra."	"Askerdeki Koca" adlı Ümit Besen şarkısı ile karısının "ihanetini" ortalıklara saçarak, onca yıllık birlikteliklerini kirleten -hani insan en azından anılarımız temiz kalsın, bizim kalsın diye düşünür- Pınar Altuğ'un kocasını anımsayın sonra.
bio_880	Öyle zorunlu bir gençlik kitlesinin düşünce gözetimine tabi tutulması, o hareketin durumuna göre de etmiş olabilir.	Öyle olunca da zorunlu olarak gençlik kitlesinin düşüncelerini gözetmek, ona göre hareket etmek durumundaydılar.
ins_1123	Oturacak hâlde dahi kalmamıştı.	Oturacak hâlim dahi kalmadı.
ess_1455	Birkaç yüz, belki birkaç bin kişi birbiriyle çatış başardı.	Birkaç yüz, belki birkaç bin kişiyi birbiriyle çatıştırmayı başardılar.
bio_908	14 Haziran 1926 günü Mustafa Kemal Paşa İzmir'de hareket etti, etrafını topladı, hazırlayıp yürüdü ve İzmir valisi Kâzım Dirik'ten bütün Türkiye'nin keyfini kaçıracak telgrafı aldı.	14 haziran 1926 günü Mustafa Kemal Paşa İzmir'e hareket etmeye hazırlanırken, İzmir Valisi Kâzım Dirik'ten gelen telgraf bütün Türkiye'nin keyfini kaçırdı.
news_1026	Siteyi ziyaret et ve bedava kontör yalanına inan, siteye üye ol, zamanında kendi kontörünü düşürmenin farkını et.	Siteyi ziyaret eden ve bedava kontör yalanına inanıp siteye üye olanlar ise, zamanla kendi kontörlerinin düştüğünü fark ediyor.
news_252	Yunanistan'da silahlı banka soygunu girişimi terör örgütü şüphesiyle.	Yunanistan'daki silahlı banka soygun girişiminde terör örgütü şüphesi
pop_1716	Kimi zaman hız değişen gündem, kimi zaman medya ve araştırmacıların takip ettiği fikir atalete uğrar, kimi zaman da yanlış yönlendirilen çaba.	Kimi zaman hızla değişen gündem, kimi zaman medyanın ve araştırmacıların fikri takipteki ataleti, kimi zaman da yanlış yönlendirme çabaları unutturur.
ins_1661	bir sonraki geleneğimizde düzlüğü daha da berbat bulmuştuk.	Bir sonraki gelişlerinde düzlüğü daha berbat bulmuşlar.
bio_1391	15 ayrı dinin inanca sahip olmamak mahkûmîyeti, o din olmak ve irtibat kurmaktan farklı davranış ara ki, caiz olsaydı yalvarsınlar, hangi dine mensup olursanız olun, olun, anlatın dininizi bu insanlara.	15 ayrı dine, inanca sahip olan mahkumlardan, onların dinle olan irtibatlarından, dindar olanlarla olmayanlar arasındaki davranış farklılıklarından bahsetti kısaca ve arkasından tabir caizse yalvarmaya başladı, 'Ne olur gelin hangi dine mensup olursanız olun, gelin anlatın dini bu insanlara.'' dedi.
ess_1589	Gerçek Türkiye şeriat istemiş oran belki yüzde 1, belki yüzde 2; toplumun ezici çoğunluğu laiklik düşmanlığı yok, dolayı-şeriatçı ayrımı tüm yapay.	Gerçek Türkiye'de şeriat isteyenlerin oranı belki yüzde 1, belki yüzde 2, toplumun ezici çoğunluğunun laikliğe bir düşmanlığı yok, dolayısıyla laik-şeriatçı ayrımı tümüyle yapay.
bio_834	Yani keşif yapıyorsunuz...	Yani keşif yaparlarken...
ins_1983	Su klorürü, klorun aslan payı için lüzumlu bir madde olup, nihavet kimyasal bileşikler yapar ve kloru tamamen doyar.	Suda klorürlerin oluşması ve absorbe olması için lüzumlu klora arslan payı, nihavet kimyasal bileşikleri yapan ve absorbe eden, maddelerin tamamen klora doydukları noktaya da kırılma noktası denir.
ess_1843	Oysa bağımlıyız.	Oysa bağımlı olan oydu.
pop_1931	Kabızlığı gider.	Kabızlığı giderir.
ins_63	Bu arada uygarlık ilerledi, transistör, bilgisayar, İnternet, cep telefonu, AKBİL, hastalık çaresi, moda, her şey ama her şey insanlık tarafından icat edildi.	Bu arada uygarlık alabildiğine ilerlemiş, transistör, bilgisayar, internet, cep telefonu, akbil, bir sürü hastalığa çare, moda, her şey ama her şey insanlık tarafından icat edilmiş.
ess_748	Hobi birbirine bıçakla zarar veren ruh hasta öğrenci affet yahut affetme, kravatı gevşek tutmak için ben ve benim gibi disiplinli bir karakterli adam yolla karaktersiz bir adamın nasıl olabileceğine kadar düşündüm.	Hobi olarak birbirlerini bıçaklayan ruh hastası öğrencileri affederken, kravatımı gevşek tuttuğum için ben ve benim gibileri disipline yollayacak kadar karaktersiz bir adamdı.
bio_420	Fakat, gel de uyu!	Fakat, gel de uyan!
bio_1306	Kato'nun Oramar'daki operasyon kararını hemen aldı.	Kato'nun hemen ardından Alandüz (Oramar) Operasyonu'nu yapma kararı aldınız.
ess_1693	Roma'dan koparak kuzeyli baronların gemilerinden boşanarak, önce bu derebeyi kalelerine sığınmışlardı; OC ovasını düşünce de, Pirenelerin dumanlı tepelerindeki kartal yuvalarına ki, Pirenelerin dumanlı tepelerindeki kartal yuvalarına da yerleşmişlerdi.	Roma'dan kopup gelen emirle kuzeyli Baronlar'ın ikiyüz kişilik orduları gemlerinden boşanınca üzerlerine, önce bu derebeyi kalelerine sığınmışlar; OC ovası düşünce de, Pirenelerin dumanlı tepelerindeki kartal yuvalarına.
ess_1555	Ve bil ki, göz oyunu değil bu.	Ve biliyorum ki, gözün oyunu değil bu.
bio_776	İki kolunu bileklerinden tutup omuzlarına kadar sıkı sıkı bezlerle bağladı.	Kollarını iki yana açıp, bileklerinden omuzlarına kadar bezlerle sıkı sıkı bağladılar.
news_357	Bu final kapısı aralandı ve G.Saray iyice rahatladı.	Bu vuruşla final kapısı aralandı ve G.Saray iyice rahatladı.
pop_688	Hanefi ailesinin Tekrardoğuş'a ait görüşleri.	HANEFİ'NİN AİLESİNİN TEKRARDOĞUŞA AİT GÖRÜŞLERİ
pop_752	Orada çok kişi yalnız.	Orada tanıdığım pek çok kişi yalnız.
news_1191	Şimdi Oprah Winfrey (Amerikan televizyonunun en ünlü sunucusu) sayesinde mutlu, seksi şeylerin halinde gel, aynı rock yıldızları gibi.	Şimdi Oprah (Winfrey Amerikan televizyonunun en ünlü sunucusu) sayesinde kitaplar mutlu, seksi şeyler haline geldiler, aynı rock yıldızları gibi.
bio_765	Mustafa Abdülhalik bey geldi.	Mustafa Abdülhalik Bey geldi.
bio_600	George Steiner, ilk gün açık havada yapılan toplantı, edebiyatla ilişkisi olan mit konusu, en ilginç, en çarpıcı şeyi söyledi.	George Steiner, ilk gün açık havada yapılan toplantıda, edebiyatla mit ilişkisi konusunda, en ilginç, en çarpıcı şeyleri söylemişti.
pop_1007	Ne var ki, ağabeyin bu evde başlayıp ancak sığ olmuş.	Ne var ki, ağabeyinin ailesi giderek büyümeye başlayınca bu eve ancak sığabilir olmuşlardı.
news_1773	Metropoll stratejik ve sosyal araştırma merkezi yapısına sahip bir araştırma göre, katılımcı yüzde 38.9 ABD, yüzde 14.7 Yunanistan "düşman" olarak görüyor.	Metropoll Stratejik ve Sosyal Araştırmalar Merkezi'nin yaptığı bir araştırmaya göre, katılımcıların yüzde 38.9'u ABD'yi, yüzde 14.7'si Yunanistan'ı "düşman" olarak görüyor.
pop_577	Yapraklar 2 cm kalınlıkta şeritler halinde kesin.	Yaprakları 2 cm kalınlıkta şeritlere kesin.
ins_1569	Bin iki bin, binlerce sene evvelki ilim ve fen dilinin çizdiği kurallar, şu kadar bin sene sonra bugün, aynen uygulanarak kalkış, elbette ilim ve fen içinde bulunmayan değil.	Bin, iki bin, binlerce sene evvelki ilim ve fen dilinin çizdiği kuralları, şu kadar bin sene sonra bugün, aynen uygulamaya kalkışmak, elbette ilim ve fennin içinde bulunmak değildir."
bio_1120	Doğu ve güneydoğu'da gerekli olan ek önlemler, Milli Güvenlik Kurulu tarafından toplanıyor.	Doğu ve güneydoğuda alınması gerekli ek önlemlerin konuşulacağı Milli Güvenlik Kurulu toplanıyor.
news_742	Gökdeniz Karadeniz'in üstün performansıyla dün akşam Gaziantep önünde oynanan maçta sürdü.	Gökdeniz Karadeniz, son maçlardaki üstün performansını dün akşam Gaziantep önünde de sürdürdü.
bio_1425	Angel ağlayarak başlasın.	Angel ağlamaya başlıyor.
news_59	Davidson özellikle yüksek frekanslı ve en önemli elektriksel beyin impuls ol gamma dalga ölçüldü.	Davidson özellikle yüksek frekanslı ve en önemli elektriksel beyin impulsları olan gamma dalgalarının ölçülmesiyle ilgileniyordu.
ins_1162	Biz doğanın dilinde uyumlu davranıyoruz, doğa da bize yaşam gücünü doyuruyordu.	Biz doğanın diline uyarak davranıyorduk, doğa da bizi yaşam gücüyle doyuruyordu.
pop_938	30 dakika bekle.	30 dakika bekletin.
pop_867	Böyle ol yavaş kız, kolay bağışla.	Böyle olunca yavaş kızıyor, kolay bağışlamıyorsunuz.
ess_749	Ses ağızda dağıl kal.	Sesiniz ağzınızda dağılıp kalıyor.
ins_1432	Ama sabuni ile can beyaz halka çini aşık olanların zamanında, lezzet damakları iki şağı ol.	Ama sabunisi ile canım beyaz halka çinisini âşıklar yedikleri zaman, lezzetinden damakları iki şak olur.
bio_283	3 numaralı listede saat 24.16'ta ufki vaziyette ve istirahatteki hasret.	3. 24 saatin 16 saatini ufki vaziyette istirahate hasretmek.
pop_79	insanların chat ortamında yazdığı var.	İnsanlar chat ortamında yazdıkları ile varlar.
ess_575	Pencereye doğru yönelmiş.	Pencereye doğru yöneldi.
ess_1886	Bu her şeyi boş ver anlam gel, emin ol özel hayatta mutlu ol, bazı şey kendilik yolunda gir ve bu gör de siz çok mutlu edin.	Bu herşeyi boş verdiğim anlamına gelmesin, emin olun özel hayatınızda mutlu olunca bazı şeyler kendiliğinden yola giriyor ve bunu görmek de sizi çok mutlu ediyor.
ins_1950	Hamilton adası, dünya zenginlerinin uğrak yeridir.	Hamilton Adası, dünya zenginlerinin uğrak yeriymiş.
news_717	Louvre yarı İstanbul'da tamam.	LOUVRE'DA YARISI İSTANBUL'DA TAMAMI
news_1338	Ressam Özer Kabaş'ın takı tasarımı, tiyatrocu ve eğitimci olarak da tanınan Kazım Taşkent'in sanat galerisi açtığı sergi yapıldı.	Ressam, takı tasarımcısı, tiyatrocu ve eğitimci Özer Kabaş'ın sergisi Yapı Kredi Kazım Taşkent Sanat Galerisi'nde açıldı.
bio_45	bir bakıcı lazım.	Bir bakıcı lazım.
pop_479	Yemek için Holiday İnn'e gitmiştik.	Yemek için Holiday İnn'e gittik.
pop_345	Annem onları yerden kaldırmış istedi.	Anneme onları yerlerinden kaldırmasını istedim.
news_109	Tahkim zamında.	Tahkime zam
ess_1280	Yaşadığımız zaman, iki kat yaşarsın.	Yanımda olduğu zamanlar iki kat yaşardım.
news_183	Ezelî rakip Fenerbahçe'nin yabancı tüm üst seviye verim al(dığı) dönemde çok sayıda maçı tamamlayan Türk oyuncu oluş(um) ilk 11 çık(arken) sarı-kırmızılı takımın özellik(le) Barusso, Bouzid ve Carrusca hayal kırıklığı yarat(tı).	Ezeli rakibi Fenerbahçe'nin yabancılarının tümünden üst seviyede verim aldığı dönemde çok sayıda maça tamamı Türk oyunculardan oluşan ilk 11'lerle çıkan sarı-kırmızılı takımda özellikle Barusso, Bouzid ve Carrusca hayal kırıklığı yarattı.
news_1754	Bu kişisel serüven içindeki kitap kimi bölümler, dönemsel olaylarda tanık olduğumuz oluşumları anlatıyor: 27 Mayıs ve 12 Eylül günlerinde, aktarılan tanıklıkların ülke içinde bulunduğu koşullarda bağ kurulması.	Bu kişisel serüvenin içinde kitabın kimi bölümlerinde, dönemin toplumsal olaylarına da tanık oluyoruz: 27 Mayıs ve 12 Eylül günlerinden aktarılan kimi tanıklıklarla ülkenin içinde bulunduğu koşullarla da bağlar kuruluyor.
pop_1804	Peki hangi şarkıları söyleyeceksiniz?	- Peki hangi şarkınızı söyleyeceksiniz?
bio_288	Sezer tetikle basmıştı ama makineli tutukluk yapmıştı, ateş almamıştı.	Sezer tetiğe bastı ama, makineli tutukluk yapmıştı, ateş almadı.
bio_195	Bu yönetmenin hiç kuşkusuz Lütfü Akad olduğu fark edilir.	Bunu fark eden yönetmenlerin başında hiç kuşkusuz Lütfü Akad gelir.
ess_454	Porno film ve video kasetleri altın çağını yaşar.	Porno filmler ve video kasetleri altın çağını yaşıyor.
ins_310	usta bu ocak başında 7-8 saat çalışıyor.	Ustalar bu ocağın başında günde 7-8 saat çalışıyorlar.
bio_753	Ben kimseye ulaşamadım.	Bana kimse ulaşamazdı.
ess_261	görülen ilk parıltılı yıldız örneğin!	Gördüğüm ilk parıltılı yıldıza örneğin!
ess_1176	Bu orta müslümanlara mahsus bir mücadele yürütülmüş kabul ediyoruz.	Buna rağmen ortada müslümanlara mahsus bir mücadelenin yürütüldüğü de kabul ediliyordu.
bio_901	Yani, öyle bak artık.	Yani, öyle bakakalıyor ardımızdan.
bio_1644	Mali durum düzeldiği kadar kayıt için gereken işlemler yapıldı ve arz edildi.	Mali durumum düzelene kadar kaydımın dondurulması için gereken işlemlerin yapılmasını arz ederim.
pop_1611	Oysa, daha basit bir yöntem var.	Oysa, daha basit bir yöntemi var:
ins_1887	Sevgili çocuklar,	Sevgili çocuklar,
bio_463	Allah'ın pasif diye söyle...	Allahın pasifi..." diye söyleniyor...
ins_1622	Hacı Bekir'in şubelerinde yazın birkaç çeşit şerbet yaparak sattı.	Hacı Bekir'in şubeleri de yazları birkaç çeşit şerbet yapıp satardı.
news_305	Ön seçim fesh edildi.	Önseçimin fesh edilmesini istedik.
news_108	Manisa Selimşahlar beldesindeki tesislerde, balkabağı turşusu, yaprak sarması, peynir dolgulu kayısı ve incir gibi 34 çeşit ürün Türkiye'ye ve dünyaya tanıtılıyor. Erken kardeşler, mısırı da farklı şekillerde işliyor.	Manisa'nın Selimşahlar beldesindeki tesislerinde ilk olarak balkabağı turşusu, yaprak sarması, peynir dolgulu kayısı ve incir gibi 34 ürün çeşidiyle Türkiye'yi dünya ya tanıtmaya hazırlanan Erken kardeşler, mısırı da farklı şekillerde işliyor.
bio_137	Bir kere sarımsak meselesi yüz yaşında yaşadığımız bu imtihan, Mohaçkale'de müdür Bey'in itiraf ettiği gibi değildi.	Bir kere sarımsak meselesi yüzünden yaşadığım bu imtihanı, Mohaçkale'de de Müdür Bey'le yaşadığımızı itiraf etmeliyim.
pop_935	Buraki patlama sözü, şoförün uyarı bilgisi maksatlı olarak yönsapta arada bir tezat bulun iddia edilir, bilakis uymak.	Buradaki patlama sözüyle, şoföre yapılan doluluk uyarısının bilgilendirme maksatlı olduğu yönündeki saptamam arasında bir tezat bulunduğu iddia edilebilir, bilakis uyumludurlar.
bio_1062	Çok önemsemiştim bir başka teklifi, bu sayıların hepsinden önce Mireille Mathieue'nin aranjörüyle geldiği.	Çok önemsediğim bir başka teklifse, bu saydıklarımın hepsinden önce Mireille Mathieue'nun aranjöründen gelmişti.
bio_633	Emekli oldum.	Emekli oldum.
news_660	Fabio Luisi'nin yönettiği Suisse Roman Orkestrası, İsviçre federasyonunun 700. yıl dönümünde sahne aldı.	Fabio Luisi yönetimindeki Suisse Romande Orkestrası, İsviçre Federasyonu'nun 700.
pop_1754	1 çay kaşığı tuz.	1 çay kaşığı tuz
ess_1703	İlk dilenini hatırlayın, hani...	İlk dillenmenizi hatırlayın hani...
ins_421	Köydeki gelinin ata binmesi önemli bir adetti.	Köy düğünlerinde gelinin ata binmesi önemli bir adetmiş.
news_1810	Aslan Adnan'ı yaktı.	Aslan'ı Adnanlar yaktı
pop_1999	Pirinç tam olarak rafa konulmadı, kahverengi pirinç kullanılarak açık daha iyi olur.	Pirinç olarak tam rafine edilmemiş kahverengi pirinç kullanırsanız diyet açısından daha iyi olur.
pop_901	En son ölümünden sonra anımsadığım birkaç örneği ver çalıştı.	En son olarak da ölümden sonra anımsadıklarına birkaç örnek vermeye çalıştım.
bio_1735	Ben, hemen çıkmadım. Ağız ki baklayı. Sor:	Ben, hemen çıkarmadım ağzımdaki baklayı. Sordum:
bio_32	En iyi sınıf kürsüde söyleydi.	En iyisi de, bir sınıfta KÜRSÜYE ÇIKARAK söyleşmekti.
bio_341	kendi gibi çok güzelsin.	Kendin gibi adın da çok güzel...
ess_852	Daha detaylı bir açıklama alabilir miyiz?	Daha detaylı bir açıklama alabilir miyim?
pop_1735	1 yemek kaşığı sıvıyağ.	1 yemek kaşığı sıvıyağ
pop_719	3 filmi sinemada izleyelim mi? Hemen elinde yapış!	3. "Sinemaya gidelim mi?" dediğinde de hemen eline yapışın.
ins_1537	Erkek kürk yırtık, kel kör kirpiyi kürke yırtık vermiş.	erkek kürkü yırtık kel kör kirpinin yırtık kürküne,
ins_489	Uzun Mehmet, anne ocağını gösterdi.	Uzun Mehmet, annesine ocağı gösterdi.
ess_905	Bilgi, salt kelime gibi algılanmıyor.	Bilgi salt yazı, kelime gibi algılanmamalıdır.
news_840	fukaraya can suyu.	Fukaraya can suyu
news_637	yüzyılın sonunda yapılan resimlere bakıp, Haliç'te kadırga ve kalyon yüz göz çarpıyor.	yüzyılın sonlarında yapılan resimlere bakıldığında, Haliç'te kadırga ve kalyonların yüzdükleri göze çarpar.
news_217	sporcular bedensel engelli olunca neden oyun kuralları da değişti?	Sporcuların bedensel engelli olması nedeniyle oyunların kuralı da değiştirildi.
ess_745	Bu nedenle ayakkabılar çamurlandı.	Bu nedenle ayakkabıları genellikle çamurlanırdı.
news_1128	Atatürk'ün sayısız mirası, iki Yalova termal kaplıca ve kaplıca hekimlik uzmanlığı yoktu; çaba içinde nefes tüketiliyordu.	Atatürk'ün sayısız miraslarından ikisi olan Yalova Termal Kaplıcası ve Kaplıca Hekimliği Uzmanlığı'nı yok etme çabaları içinde olanlar boşuna nefes tüketmektedir.
pop_483	iç kapanık, çalışkan, dikkatli, sanatsever, edebiyat hoşlan, her konu düzenli ol iste, biri.	İçine kapanık, çalışkan, dikkatli, sanatsever, edebiyattan hoşlanan, her konuda düzenli olunmasını isteyen birisiniz.
bio_1593	Bu gibi eğlenceler genellikle şehirdeki astsubay orduevi salonlarında düzenlenir.	Bu gibi eğlenceler genellikle şehirdeki astsubay orduevinin salonlarında düzenlenirdi.
news_75	Papadopulos'un bir yakın çalışma arkadaşı, Rum lider halka, referandumda "hayır" oy kullanma çağrısı bulun.	Papadopulos'un bir yakın çalışma arkadaşına göre, Rum lideri halkına, referandumda "hayır" oyu kullanması çağrısında bulunacak.
news_1559	"Ulusal güvenlik" için her şey yapılabilir bir görevli o öl.	"Ulusal güvenlik" için her şeyi yapabilen bir görevli onu öldürtür.
pop_1682	Bayat ekmek içini, suyunu ve sonra avuç içini ıslatarak sıkarak fazla suyunu alın ve kıyma ile ilave ederek eti çekin.	Bayat ekmek içini suda ıslattıktan sonra avucunuzun içinde sıkarak fazla suyunu alın ve kıymaya ilave edin.
ins_1891	Küçümse bak Miki'ye.	Küçümseyerek baktı mikilere.
ess_1744	Gerek yeri kadar sen de hoyrat ol.	Gerekirse, bir yere kadar sen de hoyrat olmalısın.
bio_1812	İş artık orada her oyunda çıldırdı Engin.	İşte orada artık her oyunda çıldırıyordu Engin.
ess_1152	Evlenirse durum sağlamlaşıyor; belki de sürekli bura çalışıp.	evlenirse durumumuz sağlamlaşacaktı; belki de sürekli olarak burada çalışacaktık.
ins_1923	Bu dönemde hız kazazede düşen geminin dümeni alabanda etkiliydi.	Bu dönüşte dümen hızla kazazedenin düştüğü yöne alabanda edilir.
ins_1351	Güneş değil.	Güneş değil
pop_1311	Arabaya binerken televizyondan maçın başladığını asıl anladım.	Arabaya binmek üzere televizyondan çıkınca asıl maçın başladığını anladım.
pop_817	Bazı kişilerle duygusal olarak yakınlaştım.	Sanalda tanıştığım bazı kişilerle duygusal yakınlaşmalar yaşadığım oldu.
pop_1816	"Cümleten geçmiş ol, bura kadar frensiz gel!.."	"Cümleten geçmiş olsun, buraya kadar frensiz geldik!.."
